#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
"Gordonia polyisoprenivorans VH2","VH2",20848,SAMN02603285 ,PRJNA76601,"Actinobacteria","Actinobacteria",GCA_000247715.1 ,5.8443,66.9612,chromosome:NC_016906.1/CP003119.1; plasmid p174:NC_016907.1/CP003120.1,-,2,5200,5049,2012/02/16,2015/08/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000247715.1_ASM24771v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000247715.1_ASM24771v1
"Staphylococcus hyicus","ATCC 11249",21925,SAMN02863110 ,PRJNA252807,"Firmicutes","Bacilli",GCA_000816085.1 ,2.47213,35.6,chromosome:NZ_CP008747.1/CP008747.1,-,1,2351,2256,2015/01/07,2015/08/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000816085.1_ASM81608v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000816085.1_ASM81608v1
"Desulfurella acetivorans A63","A63",25139,SAMN02769651 ,PRJNA76511,"Proteobacteria","delta/epsilon subdivisions",GCA_000517565.1 ,1.81999,32.1021,chromosome:NZ_CP007051.1/CP007051.1; plasmid unnamed:NZ_CP007052.1/CP007052.1,-,2,1870,1796,2014/01/13,2015/08/15,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000517565.1_ASM51756v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000517565.1_ASM51756v1
"Corynebacterium casei LMG S-19264","LMG S-19264",22780,SAMN03081454 ,PRJNA186910,"Actinobacteria","Actinobacteria",GCA_000550785.1 ,3.13221,55.6977,chromosome:NZ_CP004350.1/CP004350.1; plasmid pCASE2:NZ_CP004352.1/CP004352.1; plasmid pCASE1:NZ_CP004351.1/CP004351.1,-,3,2850,2706,2014/02/05,2015/08/15,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000550785.1_ASM55078v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000550785.1_ASM55078v1
"Elizabethkingia anophelis NUHP1","NUHP1",20649,SAMN02470988 ,PRJNA205476,"Bacteroidetes/Chlorobi group","Bacteroidetes",GCA_000495935.2 ,4.36983,35.6,chromosome:NZ_CP007547.1/CP007547.1,-,1,4016,3898,2014/08/27,2015/08/16,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000495935.2_ASM49593v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000495935.2_ASM49593v2
"Simiduia agarivorans SA1 = DSM 21679","SA1 = DSM 21679",21204,SAMN02603035 ,PRJNA74637,"Proteobacteria","Gammaproteobacteria",GCA_000305785.2 ,4.30023,55.8,chromosome:NC_018868.3/CP003746.2,-,1,3837,3733,2012/10/16,2015/08/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000305785.2_ASM30578v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000305785.2_ASM30578v2
"Novosphingobium pentaromativorans US6-1","US6-1",19755,SAMN03002180 ,PRJNA257352,"Proteobacteria","Alphaproteobacteria",GCA_000767465.1 ,5.45758,63.0142,chromosome:NZ_CP009291.1/CP009291.1; plasmid pLA3:NZ_CP009292.1/CP009292.1; plasmid pLA4:NZ_CP009293.1/CP009293.1; plasmid pLA5:NZ_CP009295.1/CP009295.1; plasmid pLA1:NZ_CP009294.1/CP009294.1; plasmid pLA2:NZ_CP009296.1/CP009296.1,-,6,5087,4931,2014/10/20,2015/08/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000767465.1_ASM76746v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000767465.1_ASM76746v1
"Planktothrix agardhii NIVA-CYA 126/8","NIVA-CYA 126/8",23345,SAMN02867752 ,PRJNA163669,"Cyanobacteria","Oscillatoriophycideae",GCA_000710505.1 ,5.04587,39.5525,chromosome:NZ_CM002803.1/CM002803.1; plasmid pPA115:NZ_CM002804.1/CM002804.1; plasmid pPA14:NZ_CM002805.1/CM002805.1; plasmid pPA5.5:NZ_CM002806.1/CM002806.1; plasmid pPA50:NZ_CM002807.1/CM002807.1; plasmid pPA79:NZ_CM002808.1/CM002808.1,ASAK01,6,4416,4142,2014/06/20,2015/08/18,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000710505.1_Plagard2.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000710505.1_Plagard2.0
"Pseudomonas monteilii SB3078","SB3078",19542,SAMN02641476 ,PRJNA231107,"Proteobacteria","Gammaproteobacteria",GCA_000510285.1 ,6.00009,62.5,chromosome:NC_023075.1/CP006978.1,-,1,5463,5316,2013/12/18,2015/07/31,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000510285.1_ASM51028v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000510285.1_ASM51028v1
"Nocardia cyriacigeorgica GUH-2","GUH-2",20857,SAMEA2272802 ,PRJEA79001,"Actinobacteria","Actinobacteria",GCA_000284035.1 ,6.19465,68.4,chromosome:NC_016887.1/FO082843.1,-,1,5558,5405,2012/02/07,2015/08/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000284035.1_ASM28403v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000284035.1_ASM28403v1
"[Clostridium] acidurici 9a","9a",21304,SAMN02603272 ,PRJNA79221,"Firmicutes","Clostridia",GCA_000299355.1 ,3.10825,29.899,chromosome:NC_018664.1/CP003326.1; plasmid pCuri3:NC_018657.1/CP003327.1,-,2,2963,2777,2012/09/27,2015/08/14,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000299355.1_ASM29935v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000299355.1_ASM29935v1
"Cronobacter malonaticus LMG 23826","LMG 23826",19678,SAMN03938716 ,PRJNA291037,"Proteobacteria","Gammaproteobacteria",GCA_001277215.1 ,4.40473,56.8355,chromosome:NZ_CP012259.1/CP012259.1; plasmid pCMA1:NZ_CP012260.1/CP012260.1; plasmid pCMA2:NZ_CP012261.1/CP012261.1; plasmid pCMA3:NZ_CP012262.1/CP012262.1; plasmid pCMA4:NZ_CP012263.1/CP012263.1,-,5,4079,3908,2015/09/01,2015/09/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001277215.1_ASM127721v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001277215.1_ASM127721v1
"Thioalkalivibrio paradoxus ARh 1","ARh 1",19742,SAMN02256529 ,PRJNA52643,"Proteobacteria","Gammaproteobacteria",GCA_000227685.3 ,3.75673,66.5,chromosome:NZ_CP007029.1/CP007029.1,-,1,3381,3267,2014/01/03,2015/08/15,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000227685.2_ASM22768v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000227685.3_ASM22768v3
"Advenella kashmirensis WT001","WT001",19437,SAMN01940915 ,PRJNA67337,"Proteobacteria","Betaproteobacteria",GCA_000219915.3 ,4.42388,54.7927,chromosome:NC_017964.1/CP003555.1; plasmid pWTk445:NC_017965.1/CP003556.1,-,2,4280,3233,2012/05/25,2015/08/13,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000219915.2_ASM21991v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000219915.3_ASM21991v3
"Thermacetogenium phaeum DSM 12270","DSM 12270",21298,SAMN02603274 ,PRJNA168373,"Firmicutes","Clostridia",GCA_000305935.1 ,2.93906,53.9,chromosome:NC_018870.1/CP003732.1,-,1,2894,2766,2012/10/17,2015/08/02,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000305935.1_ASM30593v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000305935.1_ASM30593v1
"Paenibacillus terrae HPL-003","HPL-003",19970,SAMN02603583 ,PRJNA67295,"Firmicutes","Bacilli",GCA_000235585.1 ,6.0834,46.8,chromosome:NC_016641.1/CP003107.1,-,1,5396,5137,2011/11/16,2015/08/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000235585.1_ASM23558v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000235585.1_ASM23558v1
"Basilea psittacipulmonis DSM 24701","DSM 24701",33056,SAMN02940631 ,PRJNA256137,"Proteobacteria","Betaproteobacteria",GCA_000743945.1 ,1.95907,40.3,chromosome:NZ_CP009238.1/CP009238.1,-,1,1692,1618,2014/08/27,2015/08/16,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000743945.1_ASM74394v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000743945.1_ASM74394v1
"Megasphaera elsdenii DSM 20460","DSM 20460",20225,SAMEA2272734 ,PRJEA70535,"Firmicutes","Negativicutes",GCA_000283495.2 ,2.47472,52.8,chromosome:NC_015873.1/HE576794.1,-,1,2293,2164,2011/07/26,2015/08/14,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000283495.2_ASM28349v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000283495.2_ASM28349v2
"Nocardia brasiliensis ATCC 700358","HUJEG-1",21396,SAMN02603853 ,PRJNA81085,"Actinobacteria","Actinobacteria",GCA_000250675.3 ,9.43635,68,chromosome:NC_018681.1/CP003876.1,-,1,8430,8243,2012/09/28,2015/08/14,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000250675.2_ASM25067v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000250675.3_ASM25067v3
"Streptococcus macedonicus ACA-DC 198","ACA-DC 198",20118,SAMEA2272145 ,PRJEA76965,"Firmicutes","Bacilli",GCA_000283635.1 ,2.14276,37.5846,chromosome:NC_016749.1/HE613569.1; plasmid pSMA198:NC_016750.1/HE613570.1,-,2,2116,1808,2012/01/16,2015/08/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000283635.1_ASM28363v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000283635.1_ASM28363v1
"Wolbachia endosymbiont of Onchocerca ochengi","wOo",21241,SAMEA2272360 ,PRJEA81837,"Proteobacteria","Alphaproteobacteria",GCA_000306885.1 ,0.95799,32.1,chromosome:NC_018267.1/HE660029.1,-,1,721,643,2012/07/30,2015/08/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000306885.1_ASM30688v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000306885.1_ASM30688v1
"Thermococcus litoralis DSM 5473","DSM 5473",23793,SAMN02603679 ,PRJNA81925,"Euryarchaeota","Thermococci",GCA_000246985.3 ,2.21517,43.1,chromosome:NC_022084.1/CP006670.1,-,1,2432,2292,2013/08/13,2015/08/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000246985.2_ASM24698v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000246985.3_ASM24698v3
"Rubrivivax gelatinosus IL144","IL144",19432,-,PRJNA62703,"Proteobacteria","Betaproteobacteria",GCA_000284255.1 ,5.04325,71.2,chromosome:NC_017075.1/AP012320.1,-,1,4588,4475,2012/03/29,2015/08/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000284255.1_ASM28425v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000284255.1_ASM28425v1
"uncultured marine group II euryarchaeote","",-,SAMN02954313 ,PRJNA77705,"Euryarchaeota","unclassified Euryarchaeota",GCA_000246735.1 ,2.06414,51.55,chromosome:CM001443.1,AHCG01,11,1828,1781,2012/02/03,2014/08/12,Chromosome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000246735.1_ASM24673v1
"Providencia sneebia DSM 19967","DSM 19967",21091,SAMN02428955 ,PRJNA82569,"Proteobacteria","Gammaproteobacteria",GCA_000314895.2 ,3.89612,39.0669,chromosome:NZ_CM001773.1/CM001773.1; plasmid pPSN1:NZ_CM001853.1/CM001853.1; plasmid pPSN2:NZ_CM001854.1/CM001854.1; plasmid pPSN3:NZ_CM001855.1/CM001855.1,AKKN01,4,3215,3004,2012/11/13,2015/08/18,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000314895.2_ASM31489v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000314895.2_ASM31489v2
"Amycolatopsis methanolica 239","239",20820,SAMN02777954 ,PRJNA173670,"Actinobacteria","Actinobacteria",GCA_000739085.1 ,7.23739,71.5,chromosome:NZ_CP009110.1/CP009110.1,-,1,7096,6665,2014/08/12,2015/08/16,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000739085.1_ASM73908v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000739085.1_ASM73908v1
"Corallococcus coralloides DSM 2259","DSM 2259",21099,SAMN02603593 ,PRJNA82779,"Proteobacteria","delta/epsilon subdivisions",GCA_000255295.1 ,10.0806,69.9,chromosome:NC_017030.1/CP003389.1,-,1,8054,7840,2012/03/20,2015/08/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000255295.1_ASM25529v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000255295.1_ASM25529v1
"Caldilinea aerophila DSM 14535 = NBRC 104270","DSM 14535",20719,-,PRJDB47,"Chloroflexi","Caldilineae",GCA_000281175.1 ,5.14487,58.8,chromosome:NC_017079.1/AP012337.1,-,1,4095,3954,2012/03/29,2015/08/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000281175.1_ASM28117v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000281175.1_ASM28117v1
"Geobacillus thermoleovorans CCB_US3_UF5","CCB_US3_UF5",20026,SAMN02603099 ,PRJNA76489,"Firmicutes","Bacilli",GCA_000236605.1 ,3.59662,52.3,chromosome:NC_016593.1/CP003125.1,-,1,3564,3371,2011/12/02,2015/07/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000236605.1_ASM23660v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000236605.1_ASM23660v1
"Sulfurospirillum barnesii SES-3","SES-3",19264,SAMN02232056 ,PRJNA63451,"Proteobacteria","delta/epsilon subdivisions",GCA_000265295.1 ,2.51011,38.8,chromosome:NC_018002.1/CP003333.1,-,1,2541,2478,2012/06/07,2015/08/13,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000265295.1_ASM26529v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000265295.1_ASM26529v1
"Opitutaceae bacterium TAV5","TAV5",20520,SAMN02261410 ,PRJNA63271,"Chlamydiae/Verrucomicrobia group","Verrucomicrobia",GCA_000242935.3 ,7.41767,63.4762,chromosome:NZ_CP007053.1/CP007053.1; plasmid unnamed:NZ_CP007054.1/CP007054.1,-,2,5895,5772,2014/01/13,2015/08/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000242935.2_ASM24293v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000242935.3_ASM24293v3
"Thermoanaerobacter siderophilus SR4","SR4",20213,SAMN02261414 ,PRJNA64483,"Firmicutes","Clostridia",GCA_000262445.1 ,2.54016,34.2,chromosome:NZ_CM001486.1/CM001486.1,AJUD01,1,2526,2100,2012/05/07,2015/08/13,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000262445.1_ASM26244v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000262445.1_ASM26244v1
"Frateuria aurantia DSM 6220","DSM 6220",19480,SAMN02261415 ,PRJNA64505,"Proteobacteria","Gammaproteobacteria",GCA_000242255.3 ,3.60346,63.4,chromosome:NC_017033.1/CP003350.1,-,1,3250,3112,2012/03/02,2015/08/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000242255.2_ASM24225v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000242255.3_ASM24225v3
"Solibacillus silvestris StLB046","StLB046",21273,-,PRJDA65037,"Firmicutes","Bacilli",GCA_000271325.1 ,3.98423,38.5903,chromosome:NC_018065.1/AP012157.1; plasmid pSSIL1:NC_018069.1/AP012158.1,-,2,3971,3800,2011/04/05,2015/08/14,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000271325.1_ASM27132v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000271325.1_ASM27132v1
"Fimbriimonas ginsengisoli Gsoil 348","Gsoil 348",25057,SAMN02641501 ,PRJNA234472,"Armatimonadetes","Fimbriimonadia",GCA_000724625.1 ,5.23176,60.8,chromosome:NZ_CP007139.1/CP007139.1,-,1,4718,4588,2014/07/10,2015/08/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000724625.1_ASM72462v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000724625.1_ASM72462v1
"Marinovum algicola DG 898","DG 898",38722,SAMN03840244 ,PRJNA63153,"Proteobacteria","Alphaproteobacteria",GCA_001046955.1 ,5.25239,65.2283,chromosome:NZ_CP010855.1/CP010855.1; plasmid pMaD1:NZ_CP010856.1/CP010856.1; plasmid pMaD10:NZ_CP010865.1/CP010865.1; plasmid pMaD11:NZ_CP010866.1/CP010866.1; plasmid pMaD2:NZ_CP010857.1/CP010857.1; plasmid pMaD3:NZ_CP010858.1/CP010858.1; plasmid pMaD4:NZ_CP010859.1/CP010859.1; plasmid pMaD5:NZ_CP010860.1/CP010860.1; plasmid pMaD6:NZ_CP010861.1/CP010861.1; plasmid pMaD7:NZ_CP010862.1/CP010862.1; plasmid pMaD8:NZ_CP010863.1/CP010863.1; plasmid pMaD9:NZ_CP010864.1/CP010864.1,-,12,5005,4888,2015/07/06,2015/08/21,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001046955.1_ASM104695v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001046955.1_ASM104695v1
"Thermus oshimai JL-2","JL-2",21982,SAMN02261408 ,PRJNA63181,"Deinococcus-Thermus","Deinococci",GCA_000309885.1 ,2.40133,68.5952,chromosome:NC_019386.1/CP003249.1; plasmid pTHEOS01:NC_019387.1/CP003250.1; plasmid pTHEOS02:NC_019388.1/CP003251.1,-,3,2524,2436,2012/11/05,2015/08/14,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000309885.1_ASM30988v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000309885.1_ASM30988v1
"Pseudomonas chlororaphis","PA23",19545,SAMN02780900 ,PRJNA247768,"Proteobacteria","Gammaproteobacteria",GCA_000698865.1 ,7.12217,62.6,chromosome:NZ_CP008696.1/CP008696.1,-,1,6358,6233,2014/06/06,2015/08/16,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000698865.1_ASM69886v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000698865.1_ASM69886v1
"Barnesiella viscericola DSM 18177","C46, DSM 18177",21342,SAMN02769649 ,PRJNA51771,"Bacteroidetes/Chlorobi group","Bacteroidetes",GCA_000512915.1 ,3.07686,51.7,chromosome:NZ_CP007034.1/CP007034.1,-,1,2559,2444,2014/01/03,2015/08/15,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000512915.1_ASM51291v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000512915.1_ASM51291v1
"Flexibacter litoralis DSM 6794","DSM 6794",21345,SAMN02261370 ,PRJNA51775,"Bacteroidetes/Chlorobi group","Bacteroidetes",GCA_000265505.1 ,4.91934,30.7,chromosome:NC_018018.1/CP003345.1,-,1,4023,3907,2012/06/11,2015/08/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000265505.1_ASM26550v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000265505.1_ASM26550v1
"Burkholderiales bacterium JOSHI_001","JOSHI_001",19431,SAMN02261382 ,PRJNA59875,"Proteobacteria","Betaproteobacteria",GCA_000244995.1 ,5.60063,68.8,chromosome:NZ_CM001438.1/CM001438.1,AHLZ01,1,4911,4793,2012/01/24,2015/08/13,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000244995.1_ASM24499v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000244995.1_ASM24499v1
"Sulfurimonas gotlandica GD1","GD1",19285,SAMN02470075 ,PRJNA60283,"Proteobacteria","delta/epsilon subdivisions",GCA_000242915.2 ,2.95268,33.6,chromosome:NZ_AFRZ01000001.1/AFRZ01000001.1,AFRZ01,1,2890,2825,2012/01/18,2015/08/13,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000242915.1_ASM24291v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000242915.2_ASM24291v2
"Candidatus Symbiobacter mobilis CR","CR",23373,SAMN02603948 ,PRJNA61809,"Proteobacteria","Betaproteobacteria",GCA_000477435.1 ,2.99184,59.1,chromosome:NC_022576.1/CP004885.1,-,1,2426,2289,2013/10/21,2015/08/15,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000477435.1_ASM47743v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000477435.1_ASM47743v1
"Saccharomonospora azurea NA-128","NA-128",20816,SAMN02261398 ,PRJNA62037,"Actinobacteria","Actinobacteria",GCA_000231055.3 ,4.76385,70,chromosome:NZ_CM001466.1/CM001466.1,AGIU02,1,4390,4195,2011/10/18,2015/08/13,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000231055.2_ASM23105v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000231055.3_ASM23105v3
"Rickettsia helvetica C9P9","C9P9",22608,SAMN02471333 ,PRJNA82855,"Proteobacteria","Alphaproteobacteria",GCA_000255355.1 ,1.41711,32.2133,chromosome:NZ_CM001467.1/CM001467.1; plasmid pRhe:NZ_CM001468.1/CM001468.1,AICO01,2,1490,1158,2012/02/21,2015/08/14,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000255355.1_ASM25535v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000255355.1_ASM25535v1
"Phycisphaera mikurensis NBRC 102666","NBRC 102666",21441,-,PRJDB46,"Planctomycetes","Phycisphaerae",GCA_000284115.1 ,3.88438,73.2311,chromosome:NC_017080.1/AP012338.1; plasmid pPSMK1:NC_017081.1/AP012339.1,-,2,3134,3025,2012/03/29,2015/08/22,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000284115.1_ASM28411v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000284115.1_ASM28411v1
"Bifidobacterium asteroides PRL2011","PRL2011",21377,SAMN02604114 ,PRJNA83029,"Actinobacteria","Actinobacteria",GCA_000304215.1 ,2.1673,60.1,chromosome:NC_018720.1/CP003325.1,-,1,1726,1627,2012/10/09,2015/08/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000304215.1_ASM30421v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000304215.1_ASM30421v1
"Blastococcus saxobsidens DD2","DD2",20882,SAMEA2272314 ,PRJEA82915,"Actinobacteria","Actinobacteria",GCA_000284015.1 ,4.87534,72.9,chromosome:NC_016943.1/FO117623.1,-,1,4622,4469,2012/02/28,2015/08/14,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000284015.1_ASM28401v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000284015.1_ASM28401v1
"Candidatus Methylomirabilis oxyfera","",21310,SAMEA3138294 ,PRJNA40193,"unclassified Bacteria","candidate division NC10",GCA_000091165.1 ,2.75285,58.6,chromosome:FP565575.1,-,1,3146,3072,2009/09/16,2015/02/27,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000091165.1_ASM9116v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000091165.1_ASM9116v1
"Geminocystis herdmanii PCC 6308","PCC 6308",21535,SAMN02256519 ,PRJNA62511,"Cyanobacteria","Oscillatoriophycideae",GCA_000332235.1 ,4.26342,34.3,chromosome:NZ_CM001775.1/CM001775.1,ALVO01,1,4030,3887,2013/01/17,2015/08/18,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000332235.1_ASM33223v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000332235.1_ASM33223v1
"Pseudomonas mandelii JR-1","JR-1",21655,SAMN02469697 ,PRJNA83441,"Proteobacteria","Gammaproteobacteria",GCA_000257545.3 ,7.18856,58.9659,chromosome:NZ_CP005960.1/CP005960.1; plasmid unnamed:NZ_CP005961.1/CP005961.1,-,2,6551,6377,2014/05/15,2015/07/31,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000257545.3_ASM25754v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000257545.3_ASM25754v3
"Sulfurospirillum multivorans DSM 12446","DSM 12446",25038,SAMN03081532 ,PRJNA84417,"Proteobacteria","delta/epsilon subdivisions",GCA_000568815.1 ,3.17573,40.9,chromosome:NZ_CP007201.1/CP007201.1,-,1,3287,3184,2014/02/13,2015/08/15,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000568815.1_ASM56881v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000568815.1_ASM56881v1
"Rhodospirillum photometricum DSM 122","DSM 122",19797,SAMEA2272054 ,PRJEA81611,"Proteobacteria","Alphaproteobacteria",GCA_000284415.2 ,3.87629,64.7,chromosome DSM 122:NC_017059.1/HE663493.1,-,1,3455,3140,2012/02/23,2015/08/14,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000284415.1_ASM28441v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000284415.2_ASM28441v2
"Serratia plymuthica S13","",19691,SAMN02603297 ,PRJNA209109,"Proteobacteria","Gammaproteobacteria",GCA_000438825.1 ,5.46731,56.2,chromosome:NC_021659.1/CP006566.1,-,1,5013,4868,2013/07/05,2015/08/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000438825.1_ASM43882v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000438825.1_ASM43882v1
